row,col,Trial,Location,Year,Experiment,rep,geno,yield
1,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g001,1.22
2,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g002,2.02
3,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g003,1.49
4,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g004,1.499
5,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g005,1.903
6,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g006,3.066
7,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g007,1.782
8,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g008,0.982
9,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g009,2.04
10,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g010,1.659
11,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g011,2.281
12,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g012,2.231
13,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g013,3.442
14,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g014,2.804
15,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g015,3.029
16,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g016,3.103
17,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g017,4.035
18,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g018,2.58
19,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g019,2.934
20,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g020,3.123
21,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g021,1.484
22,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g022,2.033
24,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g023,3.393
25,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g024,2.02
26,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g025,2.692
23,1,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,empty,NA
1,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g026,2.292
2,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g027,2.723
3,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g028,1.73
4,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g029,2.578
5,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g030,2.385
6,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g031,1.96
7,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g032,2.18
8,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g033,1.644
9,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g034,1.807
10,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g035,0.67
11,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g036,1.848
12,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g037,1.519
13,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g038,3.295
14,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g039,2.631
15,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g040,2.741
16,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g041,2.646
17,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g042,1.646
18,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g043,2.536
19,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g044,1.932
20,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g045,2.306
21,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g046,1.791
22,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g047,2.128
24,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g049,1.982
25,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g050,2.117
26,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g051,2.13
23,2,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g048,1.407
1,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g052,2.62
2,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g053,2.853
3,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g054,2.971
4,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g055,2.328
5,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g056,2.53
6,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g057,2.295
7,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g058,1.982
8,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g059,2.244
9,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g060,2.07
10,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g061,1.532
11,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g062,2.073
12,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g063,2.971
13,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g064,1.343
14,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g065,3.134
15,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g066,2.158
16,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g067,2.6
17,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g068,2.369
18,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g069,2.084
19,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g070,1.774
20,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g071,2.242
21,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g072,2.4
22,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g073,2.681
24,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g075,2.152
25,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g076,3.167
26,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g077,2.541
23,3,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g074,2.156
1,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g078,1.154
2,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g079,2.906
3,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g080,2.339
4,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g081,2.653
5,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g082,2.16
6,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g083,3
7,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g084,2.207
8,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g085,2.677
9,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g086,2.429
10,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g087,1.939
11,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g088,2.919
12,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g089,2.475
13,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g090,3.011
14,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g091,2.319
15,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g092,3.679
16,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g093,1.341
17,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g094,1.965
18,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g095,1.769
19,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g096,1.598
20,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g097,1.328
21,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g098,2.222
22,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g099,2.42
24,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g101,2.6
25,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g102,0.95
26,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g103,2.281
23,4,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g100,2.389
1,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g104,2.347
2,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g105,2.009
3,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g106,2.385
4,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g107,2.969
5,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g108,2.633
6,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g109,2.189
7,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g110,3.629
8,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g009,2.211
9,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g111,3.71
10,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g112,2.389
11,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g113,2.492
12,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g114,1.567
13,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g115,1.156
14,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g116,2.923
15,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g117,2.042
16,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g118,2.345
17,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g119,3.158
18,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g009,2.626
19,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g120,2.618
20,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g121,1.695
21,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g122,1.277
22,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g123,2.855
24,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g125,3.218
25,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g126,2.958
26,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g127,2.826
23,5,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g124,2.484
1,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g128,2.259
2,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g129,0.809
3,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g130,2.15
4,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g131,2.323
5,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g132,1.789
6,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g133,2.323
7,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g134,1.765
8,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g135,2.119
9,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g136,2.477
10,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g137,1.571
11,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g138,2.539
12,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g139,2.33
13,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g140,2.226
14,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g141,2.646
15,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g142,3.026
16,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g143,2.499
17,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g144,3.35
18,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g145,0.925
19,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g146,2.89
20,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g147,2.989
21,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g148,1.965
22,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g149,2.387
24,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g151,3.552
25,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g152,2.121
26,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g153,2.868
23,6,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,1,g150,2.477
1,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g049,2.42
2,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g035,0.963
3,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g036,2.264
4,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g006,3.593
5,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g001,1.651
6,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g033,2.176
7,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g071,2.176
8,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g053,2.98
9,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g037,1.609
10,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g137,2.086
11,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g010,1.734
12,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g096,2.051
13,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g143,2.701
14,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g105,2.809
15,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g046,2.95
16,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g149,3.332
17,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g090,3.431
18,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g125,3.123
19,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g025,3.215
20,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g078,1.765
21,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g101,2.928
22,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g122,1.519
24,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g113,2.763
25,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g005,2.409
26,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g130,2.906
23,7,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g012,2.567
1,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g008,1.248
2,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g070,1.793
3,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g095,2.101
4,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g142,2.532
5,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g094,2.314
6,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g102,1.174
7,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g089,2.519
8,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g092,2.576
9,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g083,3.119
10,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g114,2.182
11,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g002,2.576
12,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g034,2.288
13,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g031,2.451
14,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g103,2.473
15,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g077,2.974
16,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g022,1.976
17,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g067,2.739
18,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g050,1.811
19,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g110,2.993
20,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g052,2.668
21,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g107,2.664
22,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g058,2.275
24,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g087,2.323
25,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g153,2.807
26,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g076,3.323
23,8,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g051,2.189
1,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g007,2.237
2,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g066,1.991
3,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g091,4.503
4,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g139,2.486
5,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g018,1.98
6,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g119,2.512
7,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g133,3.31
8,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g120,2.347
9,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g079,3.312
10,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g108,2.029
11,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g106,2.51
12,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g109,1.892
13,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g013,3.029
14,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g062,2.13
15,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g097,1.523
16,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g084,2.523
17,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g064,1.767
18,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g131,2.712
19,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g099,3.284
20,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g132,2.925
21,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g073,3.36
22,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g015,3.178
24,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g150,2.763
25,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g019,3.521
26,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g115,1.846
23,9,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g104,2.728
1,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g128,2.367
2,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g021,2.02
3,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,empty,NA
4,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g080,2.266
5,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g045,2.446
6,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g061,1.453
7,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g055,2.312
8,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g116,2.631
9,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g044,1.879
10,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g098,2.565
11,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g072,2.574
12,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g151,2.877
13,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g127,2.851
14,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g081,3.47
15,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g054,3.365
16,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g100,3.042
17,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g124,2.884
18,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g020,3.486
19,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g024,2.976
20,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g016,2.811
21,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g009,2.433
22,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g136,2.862
24,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g086,2.422
25,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g026,3.209
26,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g118,2.723
23,10,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g048,1.899
1,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g059,2.721
2,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g146,2.888
3,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g123,3.75
4,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g141,2.901
5,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g014,3.248
6,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g041,3.11
7,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g145,1.741
8,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g144,3.604
9,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g065,3.624
10,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g009,2.811
11,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g140,2.723
12,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g004,1.635
13,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g042,2.598
14,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g111,4.273
15,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g038,3.787
16,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g135,2.886
17,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g075,2.818
18,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g063,2.987
19,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g039,2.499
20,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g129,1.866
21,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g121,1.611
22,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g030,3.057
24,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g152,2.936
25,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g085,3.207
26,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g040,3.117
23,11,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g134,2.332
1,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g056,2.943
2,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g029,3.053
3,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g017,1.787
4,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g027,2.873
5,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g009,2.106
6,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g011,1.958
7,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g057,2.846
8,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g074,2.268
9,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g138,2.686
10,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g069,2.077
11,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g043,2.123
12,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g088,2.611
13,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g009,2.701
14,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g126,2.6
15,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g082,2.734
16,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g032,2.108
17,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g112,2.262
18,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g147,2.728
19,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g060,2.499
20,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g023,3.49
21,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g028,2.473
22,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g093,1.539
24,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g117,1.939
25,12,CM08,Coomalbidgup,2008,Coomalbidgup_CM08_2008,2,g068,2.176
